variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.03637069658508173,0.0014905892091329447,24.40021460120328,6.653409542903267e-44,fe0215_god2,~minmax_year,12,25774,25774,0.15436330277162058,0.15103635876959243,0.13944324066835978,0.13940971944837954,le5_panelsize40-fixed-one,fe0215_god2~ln_emp_mean_0215 | minmax_year
prod_res_mean_0215,0.08542496773038048,0.013415785995317349,6.3674963032503085,5.889513854949684e-9,fe0215_mlo_le,~minmax_year,12,25774,25774,0.21609507375601744,0.21298034108191488,0.20421913948869674,0.20415714105774263,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.034416059021202414,0.001414508384672598,24.330756462195417,8.495220175975534e-44,fe0215_mlo_le,~minmax_year,12,25774,25774,0.14153870377830102,0.13812773216774377,0.12853326194007153,0.12846536690380017,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.02132960001560911,0.005020711296818677,4.248322350087007,4.837597623021125e-5,fe0215_mlo_le,~minmax_year,12,25774,25774,0.14153870377830102,0.13812773216774377,0.12853326194007153,0.12846536690380017,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.03494764277487556,0.0013188680432162424,26.498210305900578,5.202880665523122e-47,fe0215_mlo_le,~minmax_year,12,25774,25774,0.1399387907740982,0.13652146214096972,0.12690911071381472,0.12684108914166825,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.013229462413730318,0.010319506055144742,1.281986012027662,0.202811757146102,fe0215_mlo_le,~minmax_year,12,25774,25774,0.1399387907740982,0.13652146214096972,0.12690911071381472,0.12684108914166825,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.02366502223361412,0.0018313878779786478,12.921906122767309,4.749697728595747e-23,fe0215_mlo_le,~minmax_year,12,25774,25774,0.01843899112798697,0.014577287252321991,0.003568624033111867,0.003529810096684294,le5_panelsize40-fixed-one,fe0215_mlo_le~before1994 | minmax_year
maxmfg,0.03454062032104271,0.004181518609741284,8.260305296878682,6.241158147717268e-13,fe0215_mlo_le,~minmax_year,12,25774,25774,0.022094550261335222,0.018247228259792525,0.0072795638363916115,0.007240894451997604,le5_panelsize40-fixed-one,fe0215_mlo_le~maxmfg | minmax_year
ln_emp_mean_0215,0.03078339563927186,0.001721107071938372,17.88581090693126,6.326878695730427e-33,fe0215_mlo_le,~minmax_year,12,25774,25774,0.21689357482906468,0.21372075671313584,0.20502973762343912,0.2049058574158149,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08617178467389099,0.013433155825387176,6.414857818520638,4.727145936856112e-9,fe0215_mlo_le,~minmax_year,12,25774,25774,0.21689357482906468,0.21372075671313584,0.20502973762343912,0.2049058574158149,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.002388816069809087,0.002023135715878298,1.1807492948005405,0.24050313443297297,fe0215_mlo_le,~minmax_year,12,25774,25774,0.21689357482906468,0.21372075671313584,0.20502973762343912,0.2049058574158149,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.01152361960111634,0.002666173244162922,4.322157094009216,3.654781713256345e-5,fe0215_mlo_le,~minmax_year,12,25774,25774,0.21689357482906468,0.21372075671313584,0.20502973762343912,0.2049058574158149,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.027768652224995916,0.0014458773592764174,19.20539943919767,2.513192140756459e-35,fe0215_mlo_le,~minmax_year,12,25774,25774,0.2906854390764675,0.2856967069635368,0.13660854814102208,0.13650734178164337,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
prod_res_mean_0215,0.06958713505718515,0.010903464261915134,6.382112453951636,5.50353690546389e-9,fe0215_mlo_le,~minmax_year,12,25774,25774,0.2906854390764675,0.2856967069635368,0.13660854814102208,0.13650734178164337,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0036573737643430353,0.0021368172811650106,1.7115987392001082,0.09007054970579632,fe0215_mlo_le,~minmax_year,12,25774,25774,0.2906854390764675,0.2856967069635368,0.13660854814102208,0.13650734178164337,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.03439766440667888,0.001296422868749435,26.532750413342992,4.641374904994306e-47,fe0215_mlo_le,~minmax_year,12,25774,25774,0.14154096862492327,0.13806285341735736,0.12853556109846886,0.1283997608041214,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.021269660821109038,0.005127188968644851,4.14840587136205,7.036777193937807e-5,fe0215_mlo_le,~minmax_year,12,25774,25774,0.14154096862492327,0.13806285341735736,0.12853556109846886,0.1283997608041214,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-2.7474068515406964e-4,0.002009388345774372,-0.13672851528766625,0.8915202841991465,fe0215_mlo_le,~minmax_year,12,25774,25774,0.14154096862492327,0.13806285341735736,0.12853556109846886,0.1283997608041214,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,5.756352224854377e-4,0.0027653467738093574,0.2081602307302968,0.8355272331313915,fe0215_mlo_le,~minmax_year,12,25774,25774,0.14154096862492327,0.13806285341735736,0.12853556109846886,0.1283997608041214,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.02930243567514397,0.001134405855525815,25.83064564803558,4.83597698500839e-46,fe0215_mlo_le,~minmax_year,12,25774,25774,0.2535318080581981,0.24828176802578594,0.091384427287038,0.09127791977646327,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,0.01625547928613538,0.004443557769572416,3.658212659559858,4.0744872706239616e-4,fe0215_mlo_le,~minmax_year,12,25774,25774,0.2535318080581981,0.24828176802578594,0.091384427287038,0.09127791977646327,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.00305971802723546,0.0019843895784762864,1.5418938198540957,0.12625803524676182,fe0215_mlo_le,~minmax_year,12,25774,25774,0.2535318080581981,0.24828176802578594,0.091384427287038,0.09127791977646327,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.03485081591365616,0.001205763599922761,28.903522975721472,2.369803148680059e-50,fe0215_mlo_le,~minmax_year,12,25774,25774,0.13996673973900298,0.13648224641759799,0.12693748309750286,0.12680143377467723,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.013269895679801552,0.01026401330040292,1.2928564384538195,0.19903975919595646,fe0215_mlo_le,~minmax_year,12,25774,25774,0.13996673973900298,0.13648224641759799,0.12693748309750286,0.12680143377467723,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-5.228468038513655e-4,0.0020479199845273017,-0.2553062657729024,0.7990109267376997,fe0215_mlo_le,~minmax_year,12,25774,25774,0.13996673973900298,0.13648224641759799,0.12693748309750286,0.12680143377467723,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.0021672306493864257,0.0025838675895266,0.838754531451626,0.4036075808827081,fe0215_mlo_le,~minmax_year,12,25774,25774,0.13996673973900298,0.13648224641759799,0.12693748309750286,0.12680143377467723,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.029577877283337096,0.0010691081584990403,27.665935432447313,1.1641779931104156e-48,fe0215_mlo_le,~minmax_year,12,25774,25774,0.252632526034813,0.24737616119623473,0.09028980375246665,0.09018316793061143,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,0.007583140722860259,0.005903552209070092,1.2845047277145585,0.2019331014852513,fe0215_mlo_le,~minmax_year,12,25774,25774,0.252632526034813,0.24737616119623473,0.09028980375246665,0.09018316793061143,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0030569263365604893,0.0019701600983814856,1.5516131603070216,0.12391400297526212,fe0215_mlo_le,~minmax_year,12,25774,25774,0.252632526034813,0.24737616119623473,0.09028980375246665,0.09018316793061143,le5_panelsize40-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.0356824912985725,0.0013609792873615413,26.218247132730625,1.3184286666702599e-46,fe0215_mlo,~minmax_year,12,25774,25774,0.14974576435030917,0.1464006538096182,0.13493358531845945,0.13489988843412315,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.0462814361029274,0.011259480937884404,-4.110441356777449,8.101875866848317e-5,fe0215_mlo,~minmax_year,12,25774,25774,0.22598746005750836,0.22291203334744114,0.21250347863898056,0.21244212563197962,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.07828354619412176,0.009465598675722558,8.270321706634785,5.937520703415547e-13,fe0215_mlo,~minmax_year,12,25774,25774,0.22598746005750836,0.22291203334744114,0.21250347863898056,0.21244212563197962,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.032187333261948524,0.0019555154095446414,16.45976968774878,3.186158338070146e-30,fe0215_mlo,~minmax_year,12,25774,25774,0.2307891595696865,0.22773281171709447,0.21738882799358172,0.21732785559889456,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.0859176003657444,0.012166477995992075,7.061830087067735,2.2180794232940151e-10,fe0215_mlo,~minmax_year,12,25774,25774,0.2307891595696865,0.22773281171709447,0.21738882799358172,0.21732785559889456,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.0322638918686685,0.0018289553378350617,17.640612212466237,1.8105653515715307e-32,fe0215_mlo,~minmax_year,12,25774,25774,0.22772678362766519,0.22465826786785925,0.21427310276047296,0.21421188762298393,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08538814338027194,0.013369613821482903,6.386732221320139,5.3868162593228655e-9,fe0215_mlo,~minmax_year,12,25774,25774,0.22772678362766519,0.22465826786785925,0.21427310276047296,0.21421188762298393,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.0351410316148019,0.0014538677781564513,24.170720434675154,1.4946224145980652e-43,fe0215_mlo,~minmax_year,12,25774,25774,0.1516025313373488,0.14823154688783025,0.13682269882478637,0.13675544960962716,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.02096204032767006,0.004648646192234192,4.5092784997680075,1.772931341030673e-5,fe0215_mlo,~minmax_year,12,25774,25774,0.1516025313373488,0.14823154688783025,0.13682269882478637,0.13675544960962716,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.03566689394892414,0.0013654464117406966,26.1210499674281,1.8239284115577788e-46,fe0215_mlo,~minmax_year,12,25774,25774,0.1499330578524104,0.1465554399918263,0.13512414163863118,0.13505676009070844,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.010652693996163465,0.009316845240681873,1.1433799447101072,0.25561069821802546,fe0215_mlo,~minmax_year,12,25774,25774,0.1499330578524104,0.1465554399918263,0.13512414163863118,0.13505676009070844,le5_panelsize40-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.02462555828661366,0.001956735872917303,12.58501907561972,2.4621321266015802e-22,fe0215_mlo,~minmax_year,12,25774,25774,0.021009250229922838,0.017157658389521768,0.003954367527646441,0.003915568617063991,le5_panelsize40-fixed-one,fe0215_mlo~before1994 | minmax_year
maxmfg,0.03746481980163028,0.004466949983333334,8.387114237100374,3.316985972311187e-13,fe0215_mlo,~minmax_year,12,25774,25774,0.025736686395204544,0.021903693458382945,0.008764159802319704,0.008725548247310422,le5_panelsize40-fixed-one,fe0215_mlo~maxmfg | minmax_year
