variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.035641430437172404,0.0014306846100480065,24.91215057941838,1.1154216984170739e-44,fe0215_god2,~minmax_year,12,27428,27428,0.16432015762104224,0.1612313899975235,0.1455367720269064,0.1455055027877945,le5_panelsize40-fixed,fe0215_god2~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.034533251450884365,0.00125174764024849,27.58802999942466,1.494301759925914e-48,fe0215_le,~minmax_year,12,27428,27428,0.15221766161255856,0.14905302122772712,0.13547237893791797,0.13540910152741015,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.006351607415599448,0.010224358951148933,0.6212230464469074,0.5358663961261019,fe0215_le,~minmax_year,12,27428,27428,0.15221766161255856,0.14905302122772712,0.13547237893791797,0.13540910152741015,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.036986823971424596,0.001855417310186072,19.934504096932965,1.2999289148789696e-36,fe0215_le,~minmax_year,12,27428,27428,0.02816029628031136,0.024568266342680944,0.008964649218143106,0.008928382097057708,le5_panelsize40-fixed,fe0215_le~before1994 | minmax_year
maxmfg,0.04216272855005756,0.003748841598572682,11.246868516960124,1.8680839227633818e-19,fe0215_le,~minmax_year,12,27428,27428,0.03143070489390509,0.027850762758000913,0.01229965450262327,0.012263509426669983,le5_panelsize40-fixed,fe0215_le~maxmfg | minmax_year
ln_emp_mean_0215,0.029129478985209074,0.0017317657375636201,16.820680969350185,6.438883149921623e-31,fe0215_le,~minmax_year,12,27428,27428,0.232899016122892,0.22997918659014593,0.2177473407064756,0.21763282141367568,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08629316758462563,0.011747575242196566,7.345615227444204,5.634272044010657e-11,fe0215_le,~minmax_year,12,27428,27428,0.232899016122892,0.22997918659014593,0.2177473407064756,0.21763282141367568,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.007493782094381398,0.0018838960058413917,3.977810914798612,1.3172672649232307e-4,fe0215_le,~minmax_year,12,27428,27428,0.232899016122892,0.22997918659014593,0.2177473407064756,0.21763282141367568,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.018984074039618326,0.0023249747020108787,8.165281980573353,1.0012273643773307e-12,fe0215_le,~minmax_year,12,27428,27428,0.232899016122892,0.22997918659014593,0.2177473407064756,0.21763282141367568,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.033458478613841165,0.001236862414290784,27.051091719871067,8.475135448648467e-48,fe0215_le,~minmax_year,12,27428,27428,0.153695303042524,0.1504739990684517,0.13697920654258444,0.13685286305271038,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.014119730047454569,0.004905928840922989,2.87809515899911,0.0048924523202592335,fe0215_le,~minmax_year,12,27428,27428,0.153695303042524,0.1504739990684517,0.13697920654258444,0.13685286305271038,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,0.004534335829647147,0.0020531564132433996,2.2084707236134014,0.02949519663870051,fe0215_le,~minmax_year,12,27428,27428,0.153695303042524,0.1504739990684517,0.13697920654258444,0.13685286305271038,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.008459071013916367,0.0021822995587916986,3.8762190001999577,1.8984697754107182e-4,fe0215_le,~minmax_year,12,27428,27428,0.153695303042524,0.1504739990684517,0.13697920654258444,0.13685286305271038,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.03375222312764722,0.0011626305639112972,29.030909882584456,1.5990572684351898e-50,fe0215_le,~minmax_year,12,27428,27428,0.15293643385663325,0.14971224138586103,0.13620534827464348,0.13607889149438868,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.006610490223416419,0.010058135323063374,0.6572282049395894,0.512544048294539,fe0215_le,~minmax_year,12,27428,27428,0.15293643385663325,0.14971224138586103,0.13620534827464348,0.13607889149438868,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,0.004163542612978898,0.00213904157794415,1.9464523999484442,0.054406587562536836,fe0215_le,~minmax_year,12,27428,27428,0.15293643385663325,0.14971224138586103,0.13620534827464348,0.13607889149438868,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.009537279577600297,0.0020551934047160973,4.64057521579959,1.0559308091179952e-5,fe0215_le,~minmax_year,12,27428,27428,0.15293643385663325,0.14971224138586103,0.13620534827464348,0.13607889149438868,le5_panelsize40-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_ma3,0.03171431177283431,0.0010002592929750811,31.70609060627282,2.2907073105328263e-11,fe0215_god2,~siren+an,12,14717,83025,0.19258013205322755,0.19247314135842786,0.19236461134560479,0.19235488232257636,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3 | an
ln_emp_ma3,-0.06486549878798042,0.003974906359854034,-16.318748900128156,1.551809296063548e-8,fe0215_god2,~siren+an,12,14717,83025,0.28128584406800083,0.2811819486086553,0.28109400115006633,0.28107668061812274,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.09083978380143354,0.0037094780668839103,24.488562046612152,2.9413435973718107e-10,fe0215_god2,~siren+an,12,14717,83025,0.28128584406800083,0.2811819486086553,0.28109400115006633,0.28107668061812274,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.025974285013455417,9.051629644234994e-4,28.695700149418403,6.150396511254834e-11,fe0215_god2,~siren+an,12,14717,83025,0.28128584406800183,0.2811819486086564,0.28109400115006733,0.28107668061812374,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.09083978380141627,0.0037094780668828946,24.488562046614202,2.941343597369383e-10,fe0215_god2,~siren+an,12,14717,83025,0.28128584406800183,0.2811819486086564,0.28109400115006733,0.28107668061812374,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.0267589877408491,9.503496227529181e-4,28.156993068861546,7.417987454777322e-11,fe0215_god2,~siren+an,12,14717,83025,0.2737341670957536,0.2736291799855183,0.2735403084449527,0.27352280592262934,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09368913018705438,0.004001759534188102,23.411984000198682,4.578534989716496e-10,fe0215_god2,~siren+an,12,14717,83025,0.2737341670957536,0.2736291799855183,0.2735403084449527,0.27352280592262934,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.03151671504617217,0.001007532578536769,31.281087795635976,2.6184346237675765e-11,fe0215_god2,~siren+an,12,14717,83025,0.19405494757476405,0.19393844224265422,0.19383982053256543,0.19382039779417892,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.02292080312893426,0.005966216948573119,3.841764945275079,0.0032556902038822166,fe0215_god2,~siren+an,12,14717,83025,0.19405494757476405,0.19393844224265422,0.19383982053256543,0.19382039779417892,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.031762239983279664,9.940695232137063e-4,31.9517289702195,2.1220385869955703e-11,fe0215_god2,~siren+an,12,14717,83025,0.19683415206430543,0.19671804848680785,0.19661976686181348,0.19660041110040216,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.07200989990354688,0.012329989450702971,5.840223967056303,1.637636337571783e-4,fe0215_god2,~siren+an,12,14717,83025,0.19683415206430543,0.19671804848680785,0.19661976686181348,0.19660041110040216,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.05497250769656132,0.0035401036818037755,15.528502167640296,2.505549520663183e-8,fe0215_god2,~siren+an,12,14717,83025,0.027243931410692035,0.027115032120767824,0.02698427830507788,0.026972557059951274,le5_panelsize40-moving,fe0215_god2~before1994 | an
maxmfg,0.06561333095783965,0.0038268239228275614,17.145636245881757,9.615381022714442e-9,fe0215_god2,~siren+an,12,14717,83025,0.041259805944538264,0.04113276388926246,0.04100389402900029,0.04099234166845478,le5_panelsize40-moving,fe0215_god2~maxmfg | an
ln_emp_ma3,0.024251989631314835,8.912364723511105e-4,27.211621588305633,1.0395668143154351e-10,fe0215_god2,~siren+an,12,14717,83025,0.2822880287182805,0.28216698345146995,0.2820964533086817,0.2820618597152982,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.09429014336763239,0.004031978466719197,23.385577117021626,4.6296397438070094e-10,fe0215_god2,~siren+an,12,14717,83025,0.2822880287182805,0.28216698345146995,0.2820964533086817,0.2820618597152982,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.009870825891816922,0.0030627754385931277,3.222836962657322,0.009131129081341255,fe0215_god2,~siren+an,12,14717,83025,0.2822880287182805,0.28216698345146995,0.2820964533086817,0.2820618597152982,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.029128952545187776,0.0032400242901123363,8.990350052029342,4.1781523584395926e-6,fe0215_god2,~siren+an,12,14717,83025,0.2822880287182805,0.28216698345146995,0.2820964533086817,0.2820618597152982,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.029384360675771694,9.648962125459262e-4,30.453390005790997,3.415029554254453e-11,fe0215_god2,~siren+an,12,14717,83025,0.20057220542511733,0.2004373784268756,0.20035881800325628,0.20032028572126637,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.01297039491504906,0.0061970356731563744,2.0929998791571855,0.06281174484868013,fe0215_god2,~siren+an,12,14717,83025,0.20057220542511733,0.2004373784268756,0.20035881800325628,0.20032028572126637,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.00908494702139774,0.0031716845814459935,2.8643917098641154,0.016829733455877707,fe0215_god2,~siren+an,12,14717,83025,0.20057220542511733,0.2004373784268756,0.20035881800325628,0.20032028572126637,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.025849362553677598,0.0034130284819544,7.573731860237948,1.895883154809441e-5,fe0215_god2,~siren+an,12,14717,83025,0.20057220542511733,0.2004373784268756,0.20035881800325628,0.20032028572126637,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.02931486400693084,9.473164064731706e-4,30.94516658491028,2.914019130976095e-11,fe0215_god2,~siren+an,12,14717,83025,0.2055399584260792,0.20540596926113486,0.20532789702266885,0.20528960418551778,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.08166864355595116,0.011900957065981644,6.862359313050321,4.391565082097822e-5,fe0215_god2,~siren+an,12,14717,83025,0.2055399584260792,0.20540596926113486,0.20532789702266885,0.20528960418551778,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
before1994,0.008795138537348772,0.003174888261880195,2.770219866616729,0.01977983558967206,fe0215_god2,~siren+an,12,14717,83025,0.2055399584260792,0.20540596926113486,0.20532789702266885,0.20528960418551778,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.029929302621188238,0.0032872647848019424,9.1046217997287,3.7291780546362382e-6,fe0215_god2,~siren+an,12,14717,83025,0.2055399584260792,0.20540596926113486,0.20532789702266885,0.20528960418551778,le5_panelsize40-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
ln_emp_ma3,0.030279240553152825,9.694338664146737e-4,31.233941377699846,2.6578560467746816e-11,fe0215_mlo_le,~siren+an,12,14717,83025,0.17648119547092267,0.176372071516243,0.17642607448106962,0.1764161534575489,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3 | an
ln_emp_ma3,-0.06508332575559106,0.0038379298180586286,-16.957924933737505,1.0698371825999993e-8,fe0215_mlo_le,~siren+an,12,14717,83025,0.26351336428356964,0.2634068996805171,0.26346406866074834,0.2634463233725649,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.08969488401285897,0.003621703625967306,24.765937049557092,2.6324397692222685e-10,fe0215_mlo_le,~siren+an,12,14717,83025,0.26351336428356964,0.2634068996805171,0.26346406866074834,0.2634463233725649,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.024611558257269725,8.725435086726627e-4,28.20668311968707,7.289805360177282e-11,fe0215_mlo_le,~siren+an,12,14717,83025,0.2635133642835683,0.2634068996805158,0.263464068660747,0.2634463233725636,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.08969488401284825,0.003621703625966271,24.765937049561213,2.632439769217951e-10,fe0215_mlo_le,~siren+an,12,14717,83025,0.2635133642835683,0.2634068996805158,0.263464068660747,0.2634463233725636,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.02529325502547579,9.090745453911188e-4,27.823081345428783,8.346374840651309e-11,fe0215_mlo_le,~siren+an,12,14717,83025,0.2591635978522767,0.25905650445824,0.259114011084396,0.25909616099070076,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09426883977679243,0.0039056739559260706,24.136382309577716,3.39232286093811e-10,fe0215_mlo_le,~siren+an,12,14717,83025,0.2591635978522767,0.25905650445824,0.259114011084396,0.25909616099070076,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.0300801884980172,9.739333368473809e-4,30.88526427834032,2.970486247881687e-11,fe0215_mlo_le,~siren+an,12,14717,83025,0.17798730514520256,0.17786847711626386,0.17793228496453017,0.17791247896744455,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.02308961815938566,0.005829015159713299,3.961152532072215,0.0026814403469426966,fe0215_mlo_le,~siren+an,12,14717,83025,0.17798730514520256,0.17786847711626386,0.17793228496453017,0.17791247896744455,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.030332765672554666,9.63424062497302e-4,31.48433473202732,2.4556936595521065e-11,fe0215_mlo_le,~siren+an,12,14717,83025,0.1818204109652103,0.18170213704013416,0.18176564734769807,0.18174593370743752,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.08041899446354617,0.01202594320810057,6.687125747390578,5.451142928451379e-5,fe0215_mlo_le,~siren+an,12,14717,83025,0.1818204109652103,0.18170213704013416,0.18176564734769807,0.18174593370743752,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.0533316335628075,0.0034621448633345674,15.404217809488507,2.7071840890005583e-8,fe0215_mlo_le,~siren+an,12,14717,83025,0.025618560342359542,0.025489445675545563,0.025553341589426237,0.025541603106798094,le5_panelsize40-moving,fe0215_mlo_le~before1994 | an
maxmfg,0.05887845216172681,0.0035431319451291006,16.61762899986539,1.3019288930060538e-8,fe0215_mlo_le,~siren+an,12,14717,83025,0.0332856456023678,0.03315754689616068,0.033220940034229485,0.033209293917838445,le5_panelsize40-moving,fe0215_mlo_le~maxmfg | an
ln_emp_ma3,0.02307352801921272,8.771874297921679e-4,26.303988447120744,1.4531791280423168e-10,fe0215_mlo_le,~siren+an,12,14717,83025,0.2653521333692853,0.265228231789562,0.265302960821701,0.26526755800087565,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.09478282329805458,0.003946417273467456,24.017435747430525,3.5613854289904526e-10,fe0215_mlo_le,~siren+an,12,14717,83025,0.2653521333692853,0.265228231789562,0.265302960821701,0.26526755800087565,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.01069290522422375,0.003057642711120879,3.4971074891558915,0.0057542480710959,fe0215_mlo_le,~siren+an,12,14717,83025,0.2653521333692853,0.265228231789562,0.265302960821701,0.26526755800087565,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.023731219483927167,0.003049725800334116,7.781427261863105,1.4995927375654335e-5,fe0215_mlo_le,~siren+an,12,14717,83025,0.2653521333692853,0.265228231789562,0.265302960821701,0.26526755800087565,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.028229565981407672,9.604614464841197e-4,29.391670102683733,4.852291334130737e-11,fe0215_mlo_le,~siren+an,12,14717,83025,0.18243044995690894,0.18229256327216492,0.18237572717143735,0.18233632833887126,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.015316293533195573,0.006054732633765661,2.5296399460779835,0.029889343510585538,fe0215_mlo_le,~siren+an,12,14717,83025,0.18243044995690894,0.18229256327216492,0.18237572717143735,0.18233632833887126,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.00991818816800495,0.0031791906047509396,3.1197211495225683,0.010879138798247387,fe0215_mlo_le,~siren+an,12,14717,83025,0.18243044995690894,0.18229256327216492,0.18237572717143735,0.18233632833887126,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.020154356895705813,0.0032348670733575472,6.230350873362816,9.751455763521001e-5,fe0215_mlo_le,~siren+an,12,14717,83025,0.18243044995690894,0.18229256327216492,0.18237572717143735,0.18233632833887126,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.028156117116849788,9.418203455502152e-4,29.895422465524327,4.101134279517895e-11,fe0215_mlo_le,~siren+an,12,14717,83025,0.18818549561974152,0.18804857954864984,0.18813115803957636,0.1880920365437585,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.08839053383160746,0.01178199065716749,7.502173138953875,2.0576557332039004e-5,fe0215_mlo_le,~siren+an,12,14717,83025,0.18818549561974152,0.18804857954864984,0.18813115803957636,0.1880920365437585,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
before1994,0.009595958899150006,0.0031803146966860435,3.0172985425464978,0.012955096143316266,fe0215_mlo_le,~siren+an,12,14717,83025,0.18818549561974152,0.18804857954864984,0.18813115803957636,0.1880920365437585,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.024727299487919477,0.0031244326270902945,7.914172728040991,1.294004096670887e-5,fe0215_mlo_le,~siren+an,12,14717,83025,0.18818549561974152,0.18804857954864984,0.18813115803957636,0.1880920365437585,le5_panelsize40-moving,fe0215_mlo_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
ln_emp_ma3,0.031050727376759665,9.701533770980719e-4,32.00599833980764,2.086644961391232e-11,fe0215_mlo,~siren+an,12,14717,83025,0.18756745372734263,0.18745979880571584,0.18740843028354925,0.18739864155684716,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3 | an
ln_emp_ma3,-0.06489724228004778,0.003925379614461805,-16.53273024625559,1.3680929477791417e-8,fe0215_mlo,~siren+an,12,14717,83025,0.2765515399915167,0.27644696015341974,0.2764099340624516,0.2763925006777377,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.09024549509053592,0.003688832770101354,24.46451241216238,2.969947188664473e-10,fe0215_mlo,~siren+an,12,14717,83025,0.2765515399915167,0.27644696015341974,0.2764099340624516,0.2763925006777377,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.025348252810490225,8.767799512379719e-4,28.91062093139754,5.712826460116867e-11,fe0215_mlo,~siren+an,12,14717,83025,0.2765515399915155,0.2764469601534185,0.2764099340624504,0.27639250067773646,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.09024549509052161,0.003688832770100319,24.46451241216537,2.969947188660912e-10,fe0215_mlo,~siren+an,12,14717,83025,0.2765515399915155,0.2764469601534185,0.2764099340624504,0.27639250067773646,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.026097741143959748,9.18531668305281e-4,28.412456580959127,6.784298614103148e-11,fe0215_mlo,~siren+an,12,14717,83025,0.26997407761502457,0.26986854695597984,0.26983118423049834,0.2698135923446079,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09364492997515927,0.003984715809930469,23.501031050139893,4.4107190626831284e-10,fe0215_mlo,~siren+an,12,14717,83025,0.26997407761502457,0.26986854695597984,0.26983118423049834,0.2698135923446079,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.030856706577070857,9.767648214101686e-4,31.590722659854407,2.3749664890016976e-11,fe0215_mlo,~siren+an,12,14717,83025,0.18901268272752247,0.1888954484986487,0.18885394216911278,0.1888343993064464,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.022506003149481552,0.005903301437434509,3.8124434925115973,0.0034155196865685443,fe0215_mlo,~siren+an,12,14717,83025,0.18901268272752247,0.1888954484986487,0.18885394216911278,0.1888343993064464,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.031100728480503645,9.635291553156895e-4,32.277931922375345,1.9187936508541847e-11,fe0215_mlo,~siren+an,12,14717,83025,0.19227330463037595,0.19215654174857055,0.19211520229765822,0.19209573800821322,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.07512432536526474,0.012106318657838566,6.205381461409282,1.0074301330876165e-4,fe0215_mlo,~siren+an,12,14717,83025,0.19227330463037595,0.19215654174857055,0.19211520229765822,0.19209573800821322,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.05452554032720955,0.003508724273658529,15.539990057513423,2.4877601052207224e-8,fe0215_mlo,~siren+an,12,14717,83025,0.0271709589200132,0.027042049960550374,0.026980539881479304,0.0269688185913185,le5_panelsize40-moving,fe0215_mlo~before1994 | an
maxmfg,0.06284014418015985,0.0036928178019383587,17.016854757138322,1.0344621162693628e-8,fe0215_mlo,~siren+an,12,14717,83025,0.03841310869005643,0.038285689420732294,0.03822489016082076,0.038213304323544195,le5_panelsize40-moving,fe0215_mlo~maxmfg | an
ln_emp_ma3,0.023680550900639766,8.681598317601624e-4,27.27671798939178,1.015317732665499e-10,fe0215_mlo,~siren+an,12,14717,83025,0.2777060011171576,0.2775841830713275,0.2775646211593251,0.2775298091907026,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.09421464175567783,0.004017822115565957,23.449181931342572,4.507594615129001e-10,fe0215_mlo,~siren+an,12,14717,83025,0.2777060011171576,0.2775841830713275,0.2775646211593251,0.2775298091907026,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.010568106740848522,0.0030508795627184394,3.4639540904826713,0.0060823500170174155,fe0215_mlo,~siren+an,12,14717,83025,0.2777060011171576,0.2775841830713275,0.2775646211593251,0.2775298091907026,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.02697714645799424,0.0031528036351468054,8.556557775200005,6.502353675901184e-6,fe0215_mlo,~siren+an,12,14717,83025,0.2777060011171576,0.2775841830713275,0.2775646211593251,0.2775298091907026,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.028808209822428228,9.413120513775881e-4,30.604314244429453,3.251871210063025e-11,fe0215_mlo,~siren+an,12,14717,83025,0.19481474439967839,0.19467894638042282,0.19465713952180297,0.19461833249322913,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.013395638392929808,0.00614047771789716,2.181530331734062,0.05410533713829824,fe0215_mlo,~siren+an,12,14717,83025,0.19481474439967839,0.19467894638042282,0.19465713952180297,0.19461833249322913,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.009785776768296683,0.0031564920880607075,3.1002063351626803,0.011246703830684079,fe0215_mlo,~siren+an,12,14717,83025,0.19481474439967839,0.19467894638042282,0.19465713952180297,0.19461833249322913,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.023646614160173614,0.003333569858292807,7.09348091246648,3.3211439899807456e-5,fe0215_mlo,~siren+an,12,14717,83025,0.19481474439967839,0.19467894638042282,0.19465713952180297,0.19461833249322913,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.028736689329810113,9.232742299406376e-4,31.124760550998758,2.751675507568805e-11,fe0215_mlo,~siren+an,12,14717,83025,0.20016736243820532,0.2000324671614211,0.2000108052679308,0.19997225621626313,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.084108326420101,0.011770531487084509,7.1456693788543735,3.1208426498413914e-5,fe0215_mlo,~siren+an,12,14717,83025,0.20016736243820532,0.2000324671614211,0.2000108052679308,0.19997225621626313,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
