variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.03180573771762014,0.0012194012197714404,26.0830784830457,1.143694439594842e-46,fe0215_god2,~minmax_year,12,28742,28742,0.14321071497822202,0.14015919407762423,0.12084257780222696,0.12081187989300535,le5_panelsize10-fixed,fe0215_god2~ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.01929428633080993,0.0020837617390086333,9.259353394207796,1.3218914911482894e-14,fe0215_le,~minmax_year,12,6399,6399,0.032475027389002764,0.01882631561813919,0.00776387074934104,0.00744932450453184,le5_panelsize10-acco,fe0215_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0022960303668745005,0.0015750263898007672,1.457772632727085,0.14850362705541295,fe0215_le,~minmax_year,12,6399,6399,0.032475027389002764,0.01882631561813919,0.00776387074934104,0.00744932450453184,le5_panelsize10-acco,fe0215_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.014347091152609027,0.0014791539657653915,9.69952519120286,1.6609390869032525e-15,fe0215_le,~minmax_year,12,6399,6399,0.2591839840643193,0.2400607872444308,0.004264144396116998,0.0041044945876186345,le5_panelsize10-acco,fe0215_le~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07_alt,0.03796240447749806,0.0019226248725319685,19.745091733627742,1.17456285768411e-34,fe0215_god2,~minmax_year,12,6957,6957,0.048379513637049176,0.03562469359838494,0.025777706106501763,0.02563577395412797,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_ind_07_alt | minmax_year
wage_agreement_ind_07_alt,0.036749286549811355,0.0023129404553203486,15.888557124451125,5.5107730962154494e-28,fe0215_god2,~minmax_year,12,6957,6957,0.04855187747382217,0.035658875084934816,0.025954163733099445,0.025670309489687848,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0014659312671222117,0.0011694678795788707,1.2535028047543284,0.21323374028361097,fe0215_god2,~minmax_year,12,6957,6957,0.04855187747382217,0.035658875084934816,0.025954163733099445,0.025670309489687848,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.02821510686663483,0.0011576588791100868,24.372556869536812,1.1569273186588273e-41,fe0215_god2,~minmax_year,12,6957,6957,0.28132819399295506,0.2638667232241194,0.01733225006427974,0.01718754858438931,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_fail_07_alt,0.020702505913131334,0.0020999079594314807,9.858768247507493,5.036412725020289e-16,fe0215_god2,~minmax_year,12,6957,6957,0.026925610991222704,0.013883238644368467,0.0038142547641846214,0.003669122808293679,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_fail_07_alt | minmax_year
wage_agreement_fail_07_alt,0.016448489487310067,0.0020923993464533907,7.861066060448833,7.420165040134849e-12,fe0215_god2,~minmax_year,12,6957,6957,0.03026493319414525,0.017124125790248246,0.007232888750317357,0.006943578795122862,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.006159171089539938,0.0010398852948642753,5.9229331542223855,5.551823938175888e-8,fe0215_god2,~minmax_year,12,6957,6957,0.03026493319414525,0.017124125790248246,0.007232888750317357,0.006943578795122862,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.011858574627811256,0.0022234991497060647,5.333293979167431,6.988127698263e-7,fe0215_god2,~minmax_year,12,6957,6957,0.2698469657754162,0.25210653717181497,0.0016335227666112173,0.0014865095907559134,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_fail_07_alt | minmax_year+naf2d_num_main
wage_agreement_share_07_alt,0.038923830510433355,0.0019191670147007294,20.281627504161253,1.6010639086780218e-35,fe0215_god2,~minmax_year,12,6957,6957,0.046683746666548065,0.03390619781650761,0.02404166320748391,0.0238994781351074,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_share_07_alt | minmax_year
wage_agreement_share_07_alt,0.03717877463554434,0.0023189503130827223,16.032587859168196,3.0021896421703346e-28,fe0215_god2,~minmax_year,12,6957,6957,0.04706086508843954,0.03414765810216891,0.02442773851724178,0.02414343944643227,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.002145575746438105,0.001151994092099516,1.8624884981204899,0.06576081312384603,fe0215_god2,~minmax_year,12,6957,6957,0.04706086508843954,0.03414765810216891,0.02442773851724178,0.02414343944643227,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.029516921968278736,0.0012394565255657275,23.814406846425104,7.179881490317602e-41,fe0215_god2,~minmax_year,12,6957,6957,0.28098700445397884,0.2635172438494886,0.01686572841452938,0.016720958237591454,le5_panelsize10-acco_alt,fe0215_god2~wage_agreement_share_07_alt | minmax_year+naf2d_num_main
extwage_agreement_ind_07_alt,0.02720498883224907,0.0024621955038868723,11.049077455182871,1.6836566628473032e-18,fe0215_god2,~minmax_year,12,6957,6957,0.035265431527298885,0.022334839991825617,0.012352153232899843,0.012208265143335839,le5_panelsize10-acco_alt,fe0215_god2~extwage_agreement_ind_07_alt | minmax_year
extwage_agreement_ind_07_alt,0.024255918597739196,0.0029048963276715055,8.350011794459512,7.187021079167367e-13,fe0215_god2,~minmax_year,12,6957,6957,0.03679826775485984,0.023745993079237193,0.013921395643269663,0.013634034837687103,le5_panelsize10-acco_alt,fe0215_god2~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0042624073885357775,0.001174962389082205,3.627696876208318,4.7157899783988955e-4,fe0215_god2,~minmax_year,12,6957,6957,0.03679826775485984,0.023745993079237193,0.013921395643269663,0.013634034837687103,le5_panelsize10-acco_alt,fe0215_god2~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.017281180646072498,0.0011578483951847649,14.925253356087984,3.425395935205842e-26,fe0215_god2,~minmax_year,12,6957,6957,0.2731100241893881,0.25544887767064994,0.006095228711891054,0.005948872538825478,le5_panelsize10-acco_alt,fe0215_god2~extwage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_ind_07_alt,0.03237510366780419,0.0018594293517588951,17.41131150650038,1.0243101623101627e-30,fe0215_mlo_le,~minmax_year,12,6957,6957,0.04314490344787114,0.03031992255002791,0.019979804917179433,0.019837028082231423,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_ind_07_alt | minmax_year
wage_agreement_ind_07_alt,0.03158496064909027,0.002201406215879066,14.347629447606407,4.308506862017995e-25,fe0215_mlo_le,~minmax_year,12,6957,6957,0.043222794760002015,0.0302575783696013,0.02005958194839841,0.01977400991924161,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,9.548085393806839e-4,0.001186571030677734,0.804678788454262,0.42310240909477814,fe0215_mlo_le,~minmax_year,12,6957,6957,0.043222794760002015,0.0302575783696013,0.02005958194839841,0.01977400991924161,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.02462572905843742,0.0011679704329548926,21.084205869951568,8.648265134012666e-37,fe0215_mlo_le,~minmax_year,12,6957,6957,0.2670695076657832,0.24926159554162686,0.013839360237091425,0.013694144416186882,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_fail_07_alt,0.015545652886132907,0.0018423568216573208,8.437916424978182,4.715137016071442e-13,fe0215_mlo_le,~minmax_year,12,6957,6957,0.025875187809851763,0.012818736364412775,0.0022919960215778135,0.002146642291394496,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_fail_07_alt | minmax_year
wage_agreement_fail_07_alt,0.012004232151976628,0.0018058073129921554,6.647570903944376,2.1541076586347488e-9,fe0215_mlo_le,~minmax_year,12,6957,6957,0.028340390004300886,0.015173503259495402,0.004816879825016773,0.004526865801943725,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.00512744052169513,0.0010394627794509516,4.932779338576668,3.6367345388119946e-6,fe0215_mlo_le,~minmax_year,12,6957,6957,0.028340390004300886,0.015173503259495402,0.004816879825016773,0.004526865801943725,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.00824106122964783,0.002014925234531265,4.090008447169485,9.301530610531307e-5,fe0215_mlo_le,~minmax_year,12,6957,6957,0.25739846533242006,0.23935557721282785,8.269376480547486e-4,6.798056995417356e-4,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_fail_07_alt | minmax_year+naf2d_num_main
wage_agreement_share_07_alt,0.03362248609327336,0.0019298281989804465,17.42252813542499,9.790170506361243e-31,fe0215_mlo_le,~minmax_year,12,6957,6957,0.042302722161270734,0.02946645328580988,0.019117234741441114,0.018974332240675018,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_share_07_alt | minmax_year
wage_agreement_share_07_alt,0.03242298027103082,0.0022903690626440497,14.156225212717926,1.0060579841317663e-24,fe0215_mlo_le,~minmax_year,12,6957,6957,0.04249252438150908,0.029517412151796152,0.01931163200135566,0.01902584200631019,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.001474812719150652,0.0011766198919542891,1.253431740560738,0.21325946881624447,fe0215_mlo_le,~minmax_year,12,6957,6957,0.04249252438150908,0.029517412151796152,0.01931163200135566,0.01902584200631019,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.026192124645128552,0.0013442992361656998,19.48384997958898,3.1378939988402574e-34,fe0215_mlo_le,~minmax_year,12,6957,6957,0.26712971352800075,0.24932326421746032,0.013920367443399417,0.013775163551107195,le5_panelsize10-acco_alt,fe0215_mlo_le~wage_agreement_share_07_alt | minmax_year+naf2d_num_main
extwage_agreement_ind_07_alt,0.02349336087869149,0.0024324855923660454,9.65817061873728,1.3234984622095124e-15,fe0215_mlo_le,~minmax_year,12,6957,6957,0.033222080811460386,0.020264101708117432,0.009816754512840808,0.009672497047006456,le5_panelsize10-acco_alt,fe0215_mlo_le~extwage_agreement_ind_07_alt | minmax_year
extwage_agreement_ind_07_alt,0.02119965901436249,0.002818996869656632,7.520284695081877,3.7262343154737e-11,fe0215_mlo_le,~minmax_year,12,6957,6957,0.034209807876167786,0.021122457174212905,0.010828394074704706,0.010540131913572393,le5_panelsize10-acco_alt,fe0215_mlo_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.003315177664881579,0.00116606243166611,2.8430533176038777,0.005516643982050439,fe0215_mlo_le,~minmax_year,12,6957,6957,0.034209807876167786,0.021122457174212905,0.010828394074704706,0.010540131913572393,le5_panelsize10-acco_alt,fe0215_mlo_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.015736593944199507,0.0012182911268872351,12.916940456101742,2.7078095596570435e-22,fe0215_mlo_le,~minmax_year,12,6957,6957,0.2607214217601518,0.24275927105928663,0.005297987592013054,0.005151514022228354,le5_panelsize10-acco_alt,fe0215_mlo_le~extwage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_ind_07_alt,0.03563550346079334,0.0017995986407345664,19.801917302097714,9.495418004732731e-35,fe0215_mlo,~minmax_year,12,6957,6957,0.04649844925675517,0.033718416816723384,0.02338035116790438,0.023238069750533774,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_ind_07_alt | minmax_year
wage_agreement_ind_07_alt,0.034268407193375476,0.002158753186634277,15.874166350069656,5.856395041615363e-28,fe0215_mlo,~minmax_year,12,6957,6957,0.046723653682613886,0.03380587716978911,0.023611015782058487,0.023326478703749376,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0016519986374247007,0.001181276208134788,1.3984863371058442,0.16536583288403645,fe0215_mlo,~minmax_year,12,6957,6957,0.046723653682613886,0.03380587716978911,0.023611015782058487,0.023326478703749376,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.0268254384484194,0.0010869160165833528,24.680323078450307,4.283987425819146e-42,fe0215_mlo,~minmax_year,12,6957,6957,0.27830118976095075,0.26076617228348886,0.016071458601315647,0.015926571465194495,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_fail_07_alt,0.0186032318555307,0.00201422158364798,9.235941073493102,1.0130616964610193e-14,fe0215_mlo,~minmax_year,12,6957,6957,0.026766720647191877,0.013722218651204376,0.0031702174240202385,0.0030249916398453758,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_fail_07_alt | minmax_year
wage_agreement_fail_07_alt,0.014397201875266146,0.001982541427599816,7.261992952498484,1.254030366880003e-10,fe0215_mlo,~minmax_year,12,6957,6957,0.03012520510758998,0.016982504258836628,0.00661012993571497,0.006320638497549713,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.006089693988706775,0.001018997062557202,5.9761644193796934,4.393445211691219e-8,fe0215_mlo,~minmax_year,12,6957,6957,0.03012520510758998,0.016982504258836628,0.00661012993571497,0.006320638497549713,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.010393816620472021,0.002172951051394353,4.783272321667095,6.619981452098507e-6,fe0215_mlo,~minmax_year,12,6957,6957,0.2674572027463201,0.24965871039661358,0.00128730186601822,0.0011402377078479908,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_fail_07_alt | minmax_year+naf2d_num_main
wage_agreement_share_07_alt,0.03671828226353443,0.0018503407082374542,19.844065528078072,8.111765627215031e-35,fe0215_mlo,~minmax_year,12,6957,6957,0.04517174271834179,0.03237392808111683,0.0220214779991732,0.021878998610769806,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_share_07_alt | minmax_year
wage_agreement_share_07_alt,0.03488302919595257,0.002233492667776526,15.61815254611027,1.735863269882877e-27,fe0215_mlo,~minmax_year,12,6957,6957,0.0456008734389205,0.03266788221493966,0.022461013197944468,0.02217614098847276,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.002256474722123268,0.0011702550255011117,1.9281905849171885,0.05694917417879911,fe0215_mlo,~minmax_year,12,6957,6957,0.0456008734389205,0.03266788221493966,0.022461013197944468,0.02217614098847276,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.028252844922726922,0.0012158100881020054,23.23787670394501,4.890374850473038e-40,fe0215_mlo,~minmax_year,12,6957,6957,0.2781395066489203,0.2606005607789559,0.015851027825579456,0.015706108230206905,le5_panelsize10-acco_alt,fe0215_mlo~wage_agreement_share_07_alt | minmax_year+naf2d_num_main
extwage_agreement_ind_07_alt,0.02552688810814447,0.0025046044206785117,10.19198397055815,1.014308304659404e-16,fe0215_mlo,~minmax_year,12,6957,6957,0.03460067865122818,0.021661177257858877,0.011194113461634014,0.011050056659982155,le5_panelsize10-acco_alt,fe0215_mlo~extwage_agreement_ind_07_alt | minmax_year
extwage_agreement_ind_07_alt,0.02257611436547675,0.0028969661624844863,7.793019696893905,1.0251747727893234e-11,fe0215_mlo,~minmax_year,12,6957,6957,0.03617951079692738,0.02311885139201908,0.01281122514277977,0.012523540813810796,le5_panelsize10-acco_alt,fe0215_mlo~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.004264869535986001,0.0011492529720837834,3.7109928271519683,3.5516117812053774e-4,fe0215_mlo,~minmax_year,12,6957,6957,0.03617951079692738,0.02311885139201908,0.01281122514277977,0.012523540813810796,le5_panelsize10-acco_alt,fe0215_mlo~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.01654027016916835,0.0011782809326440602,14.03762864264638,1.7052569304484927e-24,fe0215_mlo,~minmax_year,12,6957,6957,0.27071435328716986,0.2529949994795395,0.005727940170122681,0.005581529912453753,le5_panelsize10-acco_alt,fe0215_mlo~extwage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_ind_07_alt,0.033156369063570994,0.001801720252158548,18.402617733717573,1.999994615915872e-32,fe0215_le,~minmax_year,12,6957,6957,0.04155948076433835,0.028713250028662207,0.020689124792208302,0.02054645129640298,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_ind_07_alt | minmax_year
wage_agreement_ind_07_alt,0.032468271809986786,0.0022207352565173553,14.620505400047016,1.2960603486451599e-25,fe0215_le,~minmax_year,12,6957,6957,0.04161793957486093,0.028630975911807188,0.020748856562461504,0.020463485400159964,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,8.314964735320531e-4,0.001201316502663791,0.6921543753775949,0.49060276534446334,fe0215_le,~minmax_year,12,6957,6957,0.04161793957486093,0.028630975911807188,0.020748856562461504,0.020463485400159964,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.02502423181737986,0.0011559597103981917,21.648013847091434,1.1628341839327422e-37,fe0215_le,~minmax_year,12,6957,6957,0.26745135304122536,0.24965271856203264,0.014145667766959913,0.014000497050978056,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_fail_07_alt,0.016051605959888724,0.0018121440079287253,8.857798215626174,6.265147512391899e-14,fe0215_le,~minmax_year,12,6957,6957,0.023672380464926035,0.0105864042124163,0.002412527029922007,0.002267190859617463,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_fail_07_alt | minmax_year
wage_agreement_fail_07_alt,0.012522992471827124,0.0017680798004438745,7.082820848178482,2.8933351345510777e-10,fe0215_le,~minmax_year,12,6957,6957,0.026094404197045118,0.012897082266449922,0.004887291121455806,0.004597297617484175,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.005108897570284747,0.0010851348507651126,4.70807620516707,8.914694907951106e-6,fe0215_le,~minmax_year,12,6957,6957,0.026094404197045118,0.012897082266449922,0.004887291121455806,0.004597297617484175,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.008481092417387776,0.002186855786115717,3.8782129444629967,1.9860456262184612e-4,fe0215_le,~minmax_year,12,6957,6957,0.2575844432495894,0.23954607381006388,8.669103708187631e-4,7.197843084377764e-4,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_fail_07_alt | minmax_year+naf2d_num_main
wage_agreement_share_07_alt,0.03435531187693519,0.0018776359915259255,18.29710978698015,3.022985871440548e-32,fe0215_le,~minmax_year,12,6957,6957,0.04059704209464288,0.027737911539967408,0.0197057287055058,0.019562911941039873,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_share_07_alt | minmax_year
wage_agreement_share_07_alt,0.0332335752367373,0.0023028858068160608,14.43127363865497,2.978439514341075e-25,fe0215_le,~minmax_year,12,6957,6957,0.040761309387320144,0.02776273759262693,0.01987357297224035,0.01958794673676667,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0013791941929954818,0.0011854007187948724,1.163483513319975,0.24767507012505988,fe0215_le,~minmax_year,12,6957,6957,0.040761309387320144,0.02776273759262693,0.01987357297224035,0.01958794673676667,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.02653570866998709,0.0012941394138996705,20.50452090785661,7.065947955923559e-36,fe0215_le,~minmax_year,12,6957,6957,0.2674492063157171,0.2496505196778278,0.01414277873201164,0.01399760759060864,le5_panelsize10-acco_alt,fe0215_le~wage_agreement_share_07_alt | minmax_year+naf2d_num_main
extwage_agreement_ind_07_alt,0.023926644097665435,0.0022351671852471012,10.704632859496954,8.697482892850463e-18,fe0215_le,~minmax_year,12,6957,6957,0.031149681124156725,0.01816392510192799,0.01005264835807973,0.009908425259064324,le5_panelsize10-acco_alt,fe0215_le~extwage_agreement_ind_07_alt | minmax_year
extwage_agreement_ind_07_alt,0.02166149346405793,0.002698006884511141,8.028702072041908,3.3400482824413563e-12,fe0215_le,~minmax_year,12,6957,6957,0.03210298183141036,0.01898708168720531,0.011026707500217503,0.01073850313113689,le5_panelsize10-acco_alt,fe0215_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0032739114463442927,0.0012269113653292697,2.668417245825793,0.009022962382636071,fe0215_le,~minmax_year,12,6957,6957,0.03210298183141036,0.01898708168720531,0.011026707500217503,0.01073850313113689,le5_panelsize10-acco_alt,fe0215_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.015791049480328452,0.0011699382563201465,13.497335773937909,1.9275073778011136e-23,fe0215_le,~minmax_year,12,6957,6957,0.26086400868379134,0.24290532239794616,0.0052805063887386705,0.005134030244781762,le5_panelsize10-acco_alt,fe0215_le~extwage_agreement_ind_07_alt | minmax_year+naf2d_num_main
shinscrit_carence_siren0912,-0.023752604066418756,0.007903025445164814,-3.0055077300745556,0.0035059644473379426,fe0215_god2,~minmax_year,12,6443,6443,0.02375427119409179,0.01085640374840191,7.744647626004575e-4,6.173044078918721e-4,le5_panelsize10-elec,fe0215_god2~shinscrit_carence_siren0912 | minmax_year
shinscrit_carence_siren0912,-0.01987656725043394,0.008304992208669534,-2.3933276216303856,0.018952077591810508,fe0215_god2,~minmax_year,12,6443,6443,0.03324933530048402,0.020322828064451515,0.010493032776647482,0.01018172021813768,le5_panelsize10-elec,fe0215_god2~shinscrit_carence_siren0912+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.008449754620291329,8.204865574170329e-4,10.29846807837039,1.681547578541525e-16,fe0215_god2,~minmax_year,12,6443,6443,0.03324933530048402,0.020322828064451515,0.010493032776647482,0.01018172021813768,le5_panelsize10-elec,fe0215_god2~shinscrit_carence_siren0912+ln_emp_mean_0215 | minmax_year
shinscrit_carence_siren0912,-0.022242007573206244,0.006742085027007128,-3.29898058005947,0.0014307152183417949,fe0215_god2,~minmax_year,12,6443,6443,0.24352102934206188,0.22462410040120329,8.528607558296875e-4,6.938874639849102e-4,le5_panelsize10-elec,fe0215_god2~shinscrit_carence_siren0912 | minmax_year+naf2d_num_main
participation_siren0912,0.0555454977010852,0.004258481749978288,13.043497885453753,8.46628725714987e-22,fe0215_god2,~minmax_year,12,6443,6443,0.034257210319741827,0.021498104573730248,0.011524632122851153,0.011369162577730574,le5_panelsize10-elec,fe0215_god2~participation_siren0912 | minmax_year
participation_siren0912,0.06380811584836461,0.00446383945649839,14.294446847875257,4.284692416063838e-24,fe0215_god2,~minmax_year,12,6443,6443,0.04730066340741235,0.03456203770183264,0.024875114494552042,0.024568326737589574,le5_panelsize10-elec,fe0215_god2~participation_siren0912+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.009987110475034831,9.047697481230366e-4,11.038289571190125,5.863783474644798e-18,fe0215_god2,~minmax_year,12,6443,6443,0.04730066340741235,0.03456203770183264,0.024875114494552042,0.024568326737589574,le5_panelsize10-elec,fe0215_god2~participation_siren0912+ln_emp_mean_0215 | minmax_year
participation_siren0912,0.021164137060162614,0.004992214119441526,4.239428949519943,5.78204069980279e-5,fe0215_god2,~minmax_year,12,6443,6443,0.24418780811377017,0.2253075353808921,0.001733533091878403,0.0015746999229192538,le5_panelsize10-elec,fe0215_god2~participation_siren0912 | minmax_year+naf2d_num_main
shinscrit_sup10cgt_siren0912,0.0025116422871180803,0.0024856729948029895,1.0104475899965069,0.31521755359324666,fe0215_god2,~minmax_year,12,6443,6443,0.023089621680892458,0.010182973084037261,9.417009295387135e-5,-6.309725997266646e-5,le5_panelsize10-elec,fe0215_god2~shinscrit_sup10cgt_siren0912 | minmax_year
shinscrit_sup10cgt_siren0912,-0.002402923572967362,0.002202012301702377,-1.091239849618306,0.2783250302944087,fe0215_god2,~minmax_year,12,6443,6443,0.03280186598584345,0.019869375598679073,0.010035030500959108,0.00972357384860767,le5_panelsize10-elec,fe0215_god2~shinscrit_sup10cgt_siren0912+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.008690225306258403,7.457119665617543e-4,11.653595082195512,3.72265733667178e-19,fe0215_god2,~minmax_year,12,6443,6443,0.03280186598584345,0.019869375598679073,0.010035030500959108,0.00972357384860767,le5_panelsize10-elec,fe0215_god2~shinscrit_sup10cgt_siren0912+ln_emp_mean_0215 | minmax_year
shinscrit_sup10cgt_siren0912,0.0060261893624236,0.0022554472947057163,2.6718378108719576,0.009078004432737978,fe0215_god2,~minmax_year,12,6443,6443,0.24337901237899429,0.2244785358385809,6.652866818935843e-4,5.062835453274461e-4,le5_panelsize10-elec,fe0215_god2~shinscrit_sup10cgt_siren0912 | minmax_year+naf2d_num_main
cgt_siren0912,-0.0011214709019080043,0.0019308383235685197,-0.580820718243946,0.5629350971478803,fe0215_god2,~minmax_year,12,6443,6443,0.023017439862391353,0.01010983762087525,2.0289189715971823e-5,-1.3698978335896506e-4,le5_panelsize10-elec,fe0215_god2~cgt_siren0912 | minmax_year
cgt_siren0912,-7.884770261267119e-4,0.001863282704601477,-0.4231655369201493,0.6732689479648977,fe0215_god2,~minmax_year,12,6443,6443,0.03273039841637315,0.019796952430120474,0.009961880659429712,0.009650400993127861,le5_panelsize10-elec,fe0215_god2~cgt_siren0912+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.008537872723771904,8.144956456130457e-4,10.48240438086776,7.273516693948338e-17,fe0215_god2,~minmax_year,12,6443,6443,0.03273039841637315,0.019796952430120474,0.009961880659429712,0.009650400993127861,le5_panelsize10-elec,fe0215_god2~cgt_siren0912+ln_emp_mean_0215 | minmax_year
cgt_siren0912,-0.002540374052742634,0.001929875934946733,-1.316340603424723,0.1916833531063795,fe0215_god2,~minmax_year,12,6443,6443,0.2429741260200461,0.22406353537329138,1.30518283890102e-4,-2.8569939135580924e-5,le5_panelsize10-elec,fe0215_god2~cgt_siren0912 | minmax_year+naf2d_num_main
bnuls_siren0912,-0.08863218269401477,0.0348389597481385,-2.5440536495568162,0.012810711484544596,fe0215_god2,~minmax_year,12,6443,6443,0.03629228897137837,0.023560070077637607,0.013607614403776558,0.013452472474617116,le5_panelsize10-elec,fe0215_god2~bnuls_siren0912 | minmax_year
