var_name,mean,sd,min,p75,max,n_obs,n_nonmiss,n_individuals_treated,n_individuals_control,n_firms,sample
cgt_siren,0.33125501239336763,0.38301665074029395,0,0.4527687430381775,6,247467,204596,14006,14741,14116,panelpanSIZE2
shinscrit_carence_siren,0.20189665856315211,0.37724971006999947,0,0.11363636702299118,1,247467,247467,14006,14741,14116,panelpanSIZE2
wage_agreement_ind,0.34918842457489613,0.47671502955672723,0,1,1,168253,168253,10084,9752,16930,panelpanSIZE3
wage_agreement_num,1.1031244613766173,2.5225084349897857,0,2,52,168253,168253,10084,9752,16930,panelpanSIZE3
wage_agreement_fail,0.13835117353033824,0.34526922080373695,0,0,1,168253,168253,10084,9752,16930,panelpanSIZE3
wage_agreement_share,0.31027415406074926,0.43945728086722236,0,1,1,168253,168253,10084,9752,16930,panelpanSIZE3
extwage_agreement_ind,0.561416438339881,0.4962151595320873,0,1,1,168253,168253,10084,9752,16930,panelpanSIZE3
hours_agreement_ind,0.29743897582806844,0.4571326650838903,0,1,1,168253,168253,10084,9752,16930,panelpanSIZE3
wage_agreement_ind_,0.21802878995357539,0.4129078219219586,0,0,1,269469,269469,13097,13118,34947,panelpanSIZE3
wage_agreement_num_,0.6887768166282576,2.063587071149223,0,0,52,269469,269469,13097,13118,34947,panelpanSIZE3
wage_agreement_fail_,0.08638470473412525,0.2809318073916671,0,0,1,269469,269469,13097,13118,34947,panelpanSIZE3
wage_agreement_share_,0.19373121673804128,0.37836644490955146,0,0,1,269469,269469,13097,13118,34947,panelpanSIZE3
extwage_agreement_ind_,0.3505412496428161,0.4771403638335861,0,1,1,269469,269469,13097,13118,34947,panelpanSIZE3
hours_agreement_ind_,0.18571709547294868,0.3888789234775555,0,0,1,269469,269469,13097,13118,34947,panelpanSIZE3
shinscrit_sup10cgt_siren,0.4643111019670651,0.4120887452898675,0,0.8723404407501221,1,210458,184119,13894,13750,15777,panelpanSIZE3
participation_siren,0.5889559696294334,0.2827499771958171,0,0.7957198619842529,16,210458,170819,13894,13750,15777,panelpanSIZE3
bnuls_siren,0.10657675997536119,0.10709693055379453,0,0.13410596549510956,1,210458,156880,13894,13750,15777,panelpanSIZE3
cgt_siren,0.3335718135998181,0.4010884497739125,0,0.447761207818985,6,210458,157415,13894,13750,15777,panelpanSIZE3
shinscrit_carence_siren,0.27998210473959856,0.42962914375568767,0,1,1,210458,210458,13894,13750,15777,panelpanSIZE3
