an,annai,tenure,n_individuals,n_eqtp
2008,1960,8,1241,1122.0005494505494
2002,1964,7,1246,1110.1027472527473
2012,1952,4,1246,803.0098901098901
2005,1968,8,1247,1115.0390109890109
2019,1992,8,1247,1050.3895604395605
2007,1964,9,1250,1146.7054945054945
2011,1984,8,1256,1078.7148351648352
2011,1960,9,1259,1119.156043956044
2002,1950,6,1260,1075.232967032967
2005,1952,7,1260,1136.4714285714285
2005,1954,6,1260,1099.7043956043956
2013,1948,10,1261,880.7510989010989
2003,1960,7,1262,1125.7203296703296
2012,1950,2,1262,454.21263736263734
2006,1948,4,1264,967.4840659340659
2005,1956,7,1265,1136.7016483516484
2014,1952,2,1266,463.2813186813187
2017,1960,8,1266,1002.9543956043956
2001,1950,6,1270,1080.081868131868
2018,1956,7,1272,844.7543956043957
2005,1966,8,1277,1154.7582417582419
2015,1956,8,1279,1022.6093406593407
2016,1958,9,1285,1110.0635645604395
2004,1948,5,1286,1045.0164835164835
2016,1954,5,1286,708.2060793698489
2002,1952,6,1287,1127.4153846153847
2008,1964,9,1290,1185.5153846153846
2009,1964,9,1290,1161.089010989011
2002,1956,6,1294,1091.9653846153847
2001,1946,5,1295,1088.282967032967
2003,1972,8,1295,1161.868131868132
2001,1974,7,1296,1107.3186813186812
2006,1958,8,1297,1197.9978021978022
2016,1950,1,1298,218.6213577438187
2006,1972,9,1299,1200.873076923077
2009,1954,7,1300,1117.2324175824176
2010,1950,7,1301,959.6406593406593
2006,1974,9,1302,1192.9571428571428
2006,1976,8,1302,1168.9021978021979
2006,1980,7,1303,1106.6406593406593
2007,1946,6,1304,926.5972527472527
2007,1970,9,1306,1187.167032967033
2002,1968,7,1307,1147.9747252747252
2012,1952,5,1309,883.3598901098901
2005,1964,8,1310,1172.4582417582417
2007,1966,9,1311,1207.8142857142857
2001,1960,6,1314,1151.397802197802
2013,1954,5,1314,948.9478021978022
2007,1962,8,1315,1203.2571428571428
2017,1992,7,1316,1040.3824175824175
2007,1950,5,1320,1029.762087912088
2009,1966,9,1320,1190.421978021978
2002,1954,6,1323,1137.3148351648351
2006,1952,6,1324,1097.6725274725275
2008,1966,9,1326,1220.4153846153847
2005,1970,8,1328,1192.4038461538462
2019,1962,9,1328,1094.721978021978
2007,1946,2,1331,605.932967032967
2004,1950,6,1333,1167.0406593406594
2004,1962,7,1333,1189.2895604395605
2014,1956,6,1333,1013.7005494505495
2010,1946,1,1335,216.56373626373627
2008,1968,9,1336,1223.6456043956043
2019,1960,7,1337,1018.7126373626373
2006,1962,8,1339,1225.0395604395605
2018,1958,6,1344,919.5076923076923
2016,1960,8,1345,1114.1228494162087
2003,1966,7,1347,1199.8725274725275
2009,1948,2,1347,555.360989010989
2018,1962,9,1349,1101.8181318681318
2016,1950,10,1350,851.8271012190934
2003,1962,7,1351,1200.4554945054945
2001,1958,6,1352,1185.4384615384615
2002,1966,7,1352,1184.826923076923
2016,1958,7,1352,1087.6053260216347
2007,1958,7,1354,1220.7247252747252
2017,1956,3,1354,746.6373626373627
2005,1950,5,1357,1139.8456043956044
2010,1958,8,1357,1217.8362637362638
2008,1952,6,1358,1109.4576923076922
2011,1962,9,1359,1231.7587912087913
2012,1952,8,1362,1021.8335164835165
2006,1958,7,1365,1218.9543956043956
2008,1962,8,1365,1233.0697802197801
2009,1956,7,1368,1198.7164835164835
2012,1952,7,1368,1012.2434065934066
2018,1960,8,1368,1104.885164835165
2007,1968,9,1371,1249.0082417582419
2001,1946,4,1375,1137.3021978021977
2003,1946,3,1375,1002.8763736263736
2009,1980,10,1375,1267.9236263736263
2003,1958,6,1376,1188.2681318681318
2006,1964,8,1377,1260.9021978021979
2015,1954,3,1377,684.2395604395605
2017,1962,9,1379,1172.4054945054945
2004,1972,8,1380,1294.5258241758243
2009,1978,9,1380,1244.7554945054944
2000,1948,5,1382,1185.810989010989
2005,1960,7,1382,1261.5263736263737
2003,1964,7,1383,1232.495054945055
2004,1954,6,1385,1242.2406593406592
2009,1970,9,1387,1259.1714285714286
2011,1976,9,1387,1251.4686813186813
2015,1956,6,1391,1017.221978021978
2015,1958,7,1391,1157.9005494505495
2016,1988,9,1391,1223.8820076407967
2017,1988,9,1391,1218.360989010989
2010,1960,8,1392,1237.2510989010989
2014,1954,9,1392,1063.9752747252746
2003,1976,6,1393,1192.2747252747254
2003,1974,7,1398,1229.5153846153846
2004,1950,5,1398,1166.6626373626373
2008,1980,8,1398,1232.5098901098902
2006,1954,6,1401,1217.5637362637362
2006,1956,6,1401,1195.560989010989
2003,1968,7,1403,1220.2456043956045
2010,1982,8,1404,1245.1357142857144
2012,1952,6,1404,976.9598901098901
2002,1948,5,1407,1179.1637362637362
2007,1960,7,1408,1265.360989010989
2017,1958,7,1408,1100.7527472527472
2003,1960,6,1409,1231.8906593406593
2009,1968,9,1409,1273.0263736263737
2004,1952,6,1413,1254.6494505494506
2009,1972,9,1414,1303.9576923076922
2001,1948,5,1415,1200.1373626373627
2002,1958,6,1416,1237.378021978022
2005,1956,6,1416,1235.323076923077
2006,1960,7,1418,1276.873076923077
2009,1946,1,1419,267.57912087912086
2012,1948,1,1424,260.1934065934066
2009,1974,9,1425,1293.7560439560439
2008,1978,10,1426,1311.6851648351649
2007,1978,8,1428,1265.39010989011
2014,1954,8,1431,1090.4401098901099
2007,1972,9,1432,1288.803846153846
2011,1952,8,1434,1157.7065934065934
2008,1948,5,1435,961.1961538461538
2017,1990,8,1435,1212.2637362637363
2004,1948,4,1437,1142.7021978021978
2012,1948,10,1440,1070.4318681318682
2019,1962,7,1441,1137.5346153846153
2015,1958,8,1444,1226.9065934065934
2016,1960,7,1444,1145.7729637062157
2004,1956,6,1446,1285.8983516483515
2008,1964,8,1446,1310.4532967032967
2008,1970,9,1447,1309.8906593406593
2011,1964,9,1447,1321.0296703296704
2003,1948,5,1449,1244.3362637362638
2005,1958,7,1450,1323.4846153846154
2015,1956,9,1451,1173.4412087912087
2013,1954,6,1453,1124.4934065934067
2009,1976,9,1454,1310.3593406593407
2002,1950,5,1456,1219.765934065934
2007,1964,8,1456,1315.6648351648353
2014,1954,4,1459,924.9291208791209
2004,1978,6,1462,1223.206043956044
2006,1966,8,1462,1337.8637362637362
2011,1950,2,1462,521.1263736263736
2002,1952,5,1463,1227.4873626373626
2000,1956,5,1473,1263.4554945054945
2015,1956,5,1473,1090.5642857142857
2010,1950,6,1478,1067.3274725274725
2003,1970,7,1480,1314.3686813186814
2016,1954,2,1482,600.5360968621222
2018,1990,10,1485,1306.9785714285715
2006,1970,8,1486,1340.139010989011
2010,1984,7,1486,1262.739010989011
1999,1946,4,1487,1284.1873626373626
2004,1964,7,1487,1330.471978021978
2019,1990,9,1487,1267.9302197802199
2000,1952,5,1488,1305.9923076923078
2004,1966,7,1490,1330.9532967032967
2017,1954,2,1492,625.5994505494506
2000,1954,5,1493,1283.04010989011
2004,1968,7,1494,1315.229120879121
2010,1962,8,1495,1348.4478021978023
2014,1950,1,1495,235.8
2011,1974,9,1496,1360.106043956044
2014,1956,7,1497,1205.5752747252748
2005,1972,8,1498,1345.5142857142857
2001,1962,6,1500,1321.7505494505494
2018,1964,9,1501,1257.4302197802199
2017,1962,8,1502,1240.607142857143
2008,1954,6,1505,1286.1197802197803
2011,1968,9,1505,1398.482967032967
2011,1966,9,1507,1391.2587912087913
2017,1952,1,1508,250.23296703296703
2002,1946,4,1511,1238.95
2004,1952,5,1511,1280.8362637362638
2002,1970,7,1512,1320.7752747252748
2008,1966,8,1513,1362.5741758241759
2013,1988,7,1513,1180.048901098901
2018,1958,5,1513,1035.9087912087912
2005,1962,7,1515,1359.8351648351647
2007,1966,8,1515,1363.7906593406594
2009,1958,7,1515,1326.3049450549452
2017,1976,9,1516,1353.465934065934
2018,1956,3,1519,798.1604395604396
2003,1972,9,1520,1381.534065934066
2013,1984,9,1522,1342.4093406593406
2006,1946,3,1525,973.5
2018,1962,8,1526,1240.3994505494506
2005,1974,8,1527,1375.8104395604396
2005,1952,5,1528,1301.5840659340658
2016,1962,8,1528,1299.7508155906594
2017,1968,9,1530,1342.2862637362637
2006,1962,7,1531,1378.4763736263735
2006,1968,8,1532,1409.7510989010989
2011,1970,9,1533,1384.9928571428572
2000,1950,5,1534,1320.0115384615385
2007,1974,9,1540,1396.5005494505494
2018,1966,9,1541,1322.4456043956045
2010,1950,5,1542,990.9994505494506
2011,1972,9,1542,1424.253846153846
2017,1964,9,1543,1295.987912087912
2008,1956,6,1544,1345.9565934065934
2001,1950,5,1548,1320.5956043956044
2001,1974,6,1548,1304.365934065934
2004,1970,7,1548,1396.8670329670329
2015,1960,7,1549,1245.4373626373626
2009,1960,7,1550,1366.9043956043956
2013,1954,4,1550,1006.304945054945
2007,1962,7,1551,1378.0648351648351
2007,1968,8,1554,1408.1505494505495
2005,1958,6,1555,1361.6675824175825
2017,1966,9,1555,1336.8225274725276
2005,1976,7,1556,1371.2054945054945
1999,1974,6,1557,1280.6851648351649
2018,1960,6,1559,1181.5395604395605
2017,1978,9,1561,1349.60989010989
2003,1972,10,1562,1417.471978021978
2003,1950,5,1566,1329.0807692307692
2019,1956,2,1567,601.8763736263736
2015,1958,6,1569,1240.4736263736263
2003,1948,4,1571,1269.04010989011
2016,1956,4,1571,1006.4050824175824
2008,1972,9,1573,1421.3549450549451
2017,1970,9,1575,1390.7082417582417
2018,1992,7,1575,1259.343956043956
2002,1956,5,1576,1336.565934065934
2010,1948,10,1579,1194.1587912087912
2008,1976,9,1580,1429.0917582417583
2018,1968,9,1580,1322.470879120879
2017,1960,7,1581,1280.4307692307693
2018,1976,9,1581,1347.1664835164836
2002,1954,5,1584,1325.4307692307693
2003,1962,6,1584,1374.8587912087912
2010,1950,4,1585,962.5307692307692
2008,1974,9,1588,1430.6208791208792
2002,1960,6,1589,1387.6527472527473
2005,1964,7,1589,1413.489010989011
2008,1948,4,1589,1017.7285714285714
2009,1950,6,1589,1290.618131868132
2013,1956,5,1591,1191.7346153846154
2018,1952,10,1592,975.5862637362637
2010,1982,9,1594,1454.6450549450549
2010,1976,8,1595,1427.520879120879
2008,1968,8,1596,1434.8313186813186
2011,1978,9,1596,1436.5335164835165
2007,1952,5,1597,1316.5510989010988
2004,1954,5,1598,1348.339010989011
2015,1988,8,1599,1367.7763736263737
2018,1970,9,1601,1386.7697802197802
2010,1950,3,1603,881.4384615384615
2001,1952,5,1605,1372.4648351648352
2018,1978,9,1606,1394.1582417582417
2011,1948,1,1609,281.2967032967033
2001,1964,6,1612,1371.510989010989
2014,1958,6,1613,1318.3093406593407
2004,1960,6,1614,1443.7906593406594
2018,1974,9,1614,1389.7862637362637
2010,1964,8,1615,1455.6846153846154
2013,1954,8,1615,1309.9884615384615
2006,1958,6,1617,1376.8895604395605
2016,1960,9,1619,1394.8819013993818
2008,1978,8,1623,1436.6587912087912
2013,1954,9,1623,1354.9571428571428
2008,1970,8,1625,1440.2456043956045
2014,1956,5,1627,1194.9335164835165
2017,1974,9,1627,1448.178021978022
2006,1972,8,1629,1499.8791208791208
2000,1946,4,1632,1361.6236263736264
2014,1956,9,1632,1398.5285714285715
2007,1976,10,1633,1504.2296703296704
2016,1988,10,1635,1502.1749098557693
2008,1972,8,1637,1465.5263736263737
2003,1972,7,1638,1471.4351648351649
2006,1950,4,1638,1303.4318681318682
2017,1972,9,1639,1440.828021978022
2003,1952,5,1640,1436.5593406593407
2001,1954,5,1641,1381.1307692307691
2001,1956,5,1641,1354.057142857143
2005,1954,5,1641,1424.1373626373627
2001,1976,5,1643,1222.4126373626373
2007,1980,7,1643,1427.5296703296704
2016,1958,6,1643,1289.600143801511
2019,1960,6,1643,1271.3626373626373
2017,1958,5,1644,1174.9252747252747
2017,1956,6,1646,1134.5879120879122
2019,1964,9,1647,1357.3291208791209
2008,1974,8,1648,1488.5461538461539
2019,1976,9,1648,1450.9604395604395
2009,1982,7,1649,1414.3950549450549
2016,1988,8,1649,1425.7062161959134
2005,1980,6,1651,1322.454945054945
2000,1960,5,1653,1413.9521978021978
2004,1958,6,1653,1494.0884615384616
2001,1966,6,1654,1440.4131868131867
2012,1954,4,1654,1188.0318681318681
2005,1956,5,1656,1417.8972527472527
2014,1956,8,1663,1343.595054945055
2000,1958,5,1664,1462.1923076923076
2005,1974,10,1664,1501.3604395604395
2007,1964,7,1666,1492.6934065934065
2012,1954,9,1666,1471.967032967033
2001,1968,6,1669,1405.8016483516483
2004,1950,4,1669,1358.3747252747253
2005,1960,6,1669,1463.4587912087911
2015,1960,6,1670,1290.0912087912088
2003,1954,5,1671,1453.8642857142856
2014,1958,7,1672,1396.5384615384614
2008,1976,8,1675,1498.9351648351649
2018,1962,6,1675,1316.2934065934066
2015,1958,9,1678,1422.081868131868
2019,1968,9,1681,1422.6978021978023
2007,1970,8,1683,1508.5445054945055
2018,1972,9,1683,1464.8225274725276
2019,1966,9,1684,1435.392857142857
2010,1966,8,1685,1526.6527472527473
2003,1956,5,1687,1473.7137362637363
2015,1952,1,1687,312.12252747252745
2018,1988,9,1687,1438.267032967033
2019,1960,5,1688,1220.0626373626374
2005,1966,7,1689,1526.1554945054945
2006,1978,7,1689,1485.365934065934
2011,1952,6,1691,1289.317032967033
2002,1962,6,1692,1484.4972527472528
2016,1962,7,1693,1377.2188980940934
2010,1968,8,1694,1524.4087912087912
2001,1948,4,1697,1416.3258241758242
2009,1962,7,1698,1494.2428571428572
2002,1972,7,1701,1480.2434065934067
2007,1966,7,1704,1529.178021978022
2019,1958,8,1704,1179.1697802197803
2006,1964,7,1705,1512.1912087912087
2013,1954,7,1706,1371.4692307692308
2017,1982,9,1707,1488.8043956043955
2015,1962,7,1708,1417.293956043956
2017,1964,8,1708,1416.1362637362638
2016,1966,8,1709,1479.2161111349587
2003,1950,4,1711,1372.3093406593407
2004,1956,5,1712,1467.246153846154
2013,1956,6,1712,1401.6126373626373
2010,1974,8,1713,1538.8054945054946
2016,1964,8,1713,1433.3506218878777
2015,1954,4,1715,1055.9164835164836
2005,1948,3,1716,1251.562087912088
2006,1960,6,1717,1456.6824175824177
2011,1980,9,1717,1528.1554945054945
2012,1952,3,1717,908.3741758241758
1999,1948,4,1718,1503.55
2016,1968,8,1721,1484.2270797561814
2008,1948,3,1729,970.2538461538461
2019,1964,7,1729,1380.8945054945054
2000,1974,6,1730,1448.303846153846
2016,1976,8,1731,1533.6687628777472
2011,1952,4,1733,1204.9164835164836
2011,1952,7,1733,1343.6620879120878
2017,1966,8,1733,1479.0098901098902
2017,1968,8,1735,1480.3307692307692
2002,1964,6,1740,1497.9505494505495
2012,1982,9,1740,1527.2527472527472
2007,1946,10,1741,1263.371978021978
2005,1968,7,1742,1548.3115384615385
2008,1958,6,1744,1502.7225274725274
2010,1952,7,1744,1425.817032967033
2010,1970,8,1745,1558.10989010989
2012,1954,5,1746,1355.7587912087913
2001,1958,5,1748,1499.6379120879121
2007,1954,5,1749,1484.1005494505494
2000,1948,4,1750,1477.3340659340658
2017,1962,7,1751,1433.2774725274726
2006,1974,8,1754,1598.212087912088
2000,1946,3,1755,1425.04010989011
2019,1954,1,1755,257.989010989011
2002,1966,6,1759,1538.142857142857
2005,1970,7,1759,1547.8879120879121
2017,1980,9,1759,1536.5961538461538
2004,1962,6,1760,1560.2071428571428
2016,1970,8,1764,1552.9626169728708
2018,1958,4,1764,1134.3758241758242
2003,1964,6,1765,1542.5978021978021
2010,1972,8,1765,1598.746153846154
2010,1950,2,1766,796.0214285714286
2019,1970,9,1767,1499.368131868132
2006,1966,7,1770,1570.9214285714286
2014,1986,9,1770,1533.8538461538462
2016,1978,8,1772,1547.3205700549452
2019,1958,3,1772,945.6483516483516
2011,1952,3,1773,1090.0714285714287
2011,1952,5,1773,1274.1384615384616
2012,1984,8,1775,1533.9065934065934
2011,1948,10,1776,1339.6115384615384
2008,1960,6,1778,1520.2252747252746
2016,1990,7,1778,1468.153572501717
2012,1976,9,1781,1614.871978021978
2001,1950,4,1782,1489.9412087912087
2007,1956,5,1782,1524.3934065934066
2015,1954,2,1786,783.9043956043956
2016,1952,1,1790,386.0589865212912
2018,1982,9,1791,1571.982967032967
2016,1962,9,1792,1601.5442039405907
2018,1990,8,1792,1499.9521978021978
2014,1958,9,1794,1574.1708791208791
2003,1966,6,1795,1580.2296703296704
2005,1962,6,1799,1589.6906593406593
2002,1946,3,1800,1315.7763736263737
2019,1978,9,1801,1584.4175824175825
2002,1958,5,1802,1503.0016483516483
2013,1950,1,1802,287.80054945054945
2004,1972,7,1804,1608.3714285714286
2004,1946,2,1805,1161.1945054945054
2006,1968,7,1812,1628.562087912088
2015,1960,8,1812,1548.9054945054945
2017,1984,9,1814,1583.0428571428572
2017,1960,5,1815,1366.4186813186814
2009,1984,6,1816,1480.8862637362638
2013,1956,8,1817,1545.6027472527473
2017,1970,8,1817,1571.2796703296704
2007,1972,8,1818,1610.2373626373626
2014,1960,6,1818,1467.5087912087913
2016,1960,6,1819,1460.549579326923
2017,1976,8,1822,1564.4478021978023
1999,1956,4,1824,1578.4686813186813
2013,1956,9,1825,1594.2532967032967
2009,1982,8,1826,1633.0549450549452
2019,1992,7,1829,1494.8472527472527
2001,1952,4,1830,1493.7087912087911
2003,1948,3,1830,1428.5104395604396
2007,1968,7,1830,1619.7807692307692
2014,1956,4,1830,1308.2736263736265
2003,1968,6,1831,1572.1175824175825
2004,1974,7,1831,1623.6434065934066
2007,1974,8,1838,1638.176923076923
2018,1980,9,1840,1601.4554945054945
2019,1974,9,1842,1595.5428571428572
2009,1964,7,1843,1621.4703296703296
2010,1978,8,1844,1648.7818681318681
2016,1974,8,1845,1612.3861145690248
1999,1952,4,1846,1614.4824175824176
2007,1948,4,1848,1383.0428571428572
2017,1986,9,1849,1607.093956043956
2019,1972,9,1853,1615.3538461538462
2009,1950,5,1854,1394.2230769230769
2016,1972,8,1854,1624.3188487293955
2007,1976,8,1855,1653.6467032967032
2015,1950,10,1855,1279.4274725274724
2006,1962,6,1856,1578.3708791208792
2004,1952,4,1858,1552.1225274725275
2015,1960,9,1858,1604.2857142857142
2012,1956,9,1860,1694.1065934065934
1999,1950,4,1861,1600.6153846153845
2012,1954,8,1861,1564.8346153846153
2019,1962,6,1861,1456.0681318681318
2016,1956,3,1862,1121.5461189689217
2004,1976,6,1863,1649.8241758241759
2017,1974,8,1864,1606.6027472527473
2019,1958,4,1864,1161.217032967033
2002,1968,6,1865,1585.1521978021979
2003,1970,6,1870,1643.573076923077
2002,1960,5,1871,1565.4186813186814
2004,1964,6,1871,1653.4582417582417
2007,1970,7,1871,1666.621978021978
2018,1984,9,1872,1600.4291208791208
2013,1958,5,1874,1477.4813186813187
2014,1958,5,1875,1442.451098901099
2017,1958,4,1875,1357.9186813186814
2009,1976,7,1877,1633.2637362637363
2018,1964,8,1877,1533.1516483516484
2017,1978,8,1879,1635.7785714285715
2002,1974,6,1880,1615.0203296703296
2003,1946,9,1883,1620.182967032967
2014,1958,8,1883,1593.0747252747253
2019,1994,6,1883,1465.034065934066
2011,1954,8,1884,1690.2763736263737
2003,1952,4,1890,1526.307142857143
2004,1958,5,1890,1613.0873626373627
2006,1952,4,1891,1533.3131868131868
1999,1954,4,1892,1615.589010989011
2002,1948,4,1893,1569.852197802198
2005,1958,5,1893,1619.9175824175825
2012,1978,9,1899,1715.962087912088
2012,1954,7,1903,1543.9697802197802
2018,1966,8,1903,1609.2884615384614
2000,1962,5,1906,1654.782967032967
2009,1966,7,1906,1690.2802197802198
2013,1956,7,1907,1539.7445054945056
2018,1976,8,1909,1644.192857142857
2005,1972,7,1910,1725.7631868131868
2003,1978,5,1915,1540.0318681318681
2019,1976,7,1916,1591.5214285714285
2003,1960,5,1917,1667.0763736263737
2008,1946,1,1917,403.6642857142857
2016,1964,9,1917,1719.357077395261
2018,1956,2,1919,763.6010989010989
2015,1964,7,1921,1580.817032967033
2001,1970,6,1924,1644.868131868132
2015,1966,7,1925,1614.5637362637362
2017,1972,8,1925,1670.421978021978
2019,1968,7,1925,1572.065934065934
2015,1958,5,1927,1450.4725274725274
2002,1972,8,1928,1695.6126373626373
2013,1984,10,1929,1764.754945054945
2015,1988,7,1930,1624.0593406593407
1998,1946,3,1931,1628.7554945054944
2001,1954,4,1933,1608.4472527472528
2014,1988,7,1933,1571.5346153846153
2004,1966,6,1936,1745.1972527472528
2009,1968,7,1937,1718.6582417582417
2015,1962,8,1938,1710.7752747252748
2000,1950,4,1942,1617.1637362637362
2016,1964,7,1942,1609.830048076923
2007,1974,7,1949,1715.2664835164835
2018,1968,8,1952,1636.4571428571428
2007,1978,7,1954,1708.3483516483516
2012,1956,4,1954,1419.0664835164835
2013,1954,3,1955,1248.8346153846153
2007,1972,7,1956,1722.0565934065935
2016,1966,7,1957,1680.7637298248626
2016,1968,9,1957,1754.9546703296703
2009,1974,7,1958,1725.889010989011
2015,1962,6,1959,1555.7153846153847
2015,1968,7,1959,1657.1467032967032
2003,1954,4,1965,1611.5961538461538
2008,1950,5,1965,1556.6450549450549
2014,1962,6,1966,1604.0774725274725
2008,1962,6,1967,1694.628021978022
2003,1958,5,1968,1727.897802197802
2010,1980,8,1968,1758.7038461538461
2001,1960,5,1969,1670.2582417582419
2002,1972,9,1970,1742.8208791208792
2003,1970,9,1973,1807.1912087912087
2016,1968,7,1974,1663.1475403502748
2010,1948,1,1975,369.61043956043954
2013,1958,6,1976,1637.8054945054946
2009,1970,7,1977,1759.2884615384614
2019,1990,8,1978,1653.5906593406594
2019,1962,5,1980,1479.4483516483517
2001,1946,3,1982,1632.7483516483517
2006,1970,7,1982,1754.020879120879
2015,1976,7,1983,1723.7681318681318
2013,1956,4,1984,1411.0131868131868
2002,1970,6,1985,1687.8208791208792
2009,1950,4,1985,1369.4087912087912
2016,1966,9,1985,1772.6786444024726
2019,1978,7,1986,1645.389010989011
2014,1960,5,1988,1497.4406593406593
2014,1960,9,1988,1750.1307692307691
2005,1960,5,1994,1729.8807692307691
2019,1966,7,1995,1633.3637362637362
2013,1958,8,1996,1705.0434065934066
2006,1964,6,2000,1724.9571428571428
2016,1976,9,2000,1805.6204648866758
2004,1954,4,2001,1664.7302197802198
2017,1962,5,2001,1530.2994505494505
2018,1960,5,2001,1499.9576923076922
2018,1954,1,2003,331.1417582417582
2002,1976,5,2011,1607.8131868131868
2015,1970,7,2012,1728.6164835164834
2016,1962,6,2013,1654.3455121050824
2012,1954,6,2016,1596.7236263736263
2013,1952,2,2018,942.6153846153846
2001,1956,4,2019,1681.7785714285715
2018,1964,6,2023,1579.5406593406594
2019,1974,7,2023,1678.317032967033
2000,1952,4,2024,1690.928021978022
2002,1950,4,2024,1682.167032967033
2006,1980,6,2026,1689.0510989010988
2015,1978,7,2027,1747.0752747252748
2016,1982,8,2027,1762.3111134958792
2016,1978,9,2028,1834.5164840530563
2016,1958,4,2031,1412.3559559581045
2019,1960,8,2031,1644.2697802197802
2019,1970,7,2031,1672.0076923076922
2016,1980,8,2033,1781.269230232658
2007,1976,7,2034,1772.3587912087912
2019,1982,9,2035,1760.5076923076922
2005,1964,6,2038,1787.2972527472527
2015,1956,3,2040,1239.6203296703297
2018,1970,8,2040,1694.2692307692307
2012,1956,8,2043,1763.6989010989012
2009,1972,7,2045,1803.573076923077
2014,1950,10,2045,1534.081868131868
2006,1954,4,2046,1702.406043956044
2017,1988,8,2046,1721.4813186813187
2004,1968,6,2047,1800.9131868131867
2007,1958,5,2050,1752.135164835165
2012,1974,9,2052,1876.1384615384616
2000,1956,4,2054,1687.6049450549451
2015,1962,9,2054,1787.1082417582418
2011,1982,8,2055,1784.9401098901099
2009,1952,6,2059,1714.451098901099
1999,1946,3,2060,1703.8153846153846
2014,1960,7,2060,1739.4923076923078
2017,1992,6,2061,1593.3505494505494
2004,1956,4,2062,1704.8642857142856
2013,1986,8,2062,1761.6142857142856
2012,1954,3,2064,1310.5098901098902
2019,1972,7,2064,1715.2604395604396
1999,1958,4,2068,1811.7846153846153
2000,1954,4,2068,1742.3472527472527
2007,1960,5,2068,1744.7516483516483
2011,1956,8,2068,1883.8368131868133
2008,1982,6,2069,1695.4747252747252
2019,1984,9,2069,1817.1846153846154
2004,1960,5,2070,1751.5928571428572
2006,1966,6,2070,1758.8862637362638
2005,1966,6,2071,1806.0824175824175
2012,1958,9,2071,1946.454945054945
2012,1956,7,2072,1715.4939560439561
2005,1974,7,2073,1826.4664835164835
2011,1976,8,2074,1858.1972527472528
2014,1960,8,2075,1781.8076923076924
2019,1980,9,2076,1811.9351648351649
2017,1952,10,2077,1499.9417582417582
2003,1968,9,2078,1923.8796703296703
2015,1972,7,2078,1804.1434065934066
2000,1964,5,2079,1761.253846153846
2004,1970,6,2080,1824.3313186813186
2008,1948,2,2081,1012.8247252747253
2015,1986,9,2083,1836.1489010989012
2019,1988,9,2085,1810.2571428571428
2018,1978,8,2089,1794.6593406593406
2012,1970,9,2091,1926.5675824175823
2019,1976,8,2092,1830.9296703296702
2012,1952,2,2093,990.2983516483516
2015,1974,7,2093,1806.9983516483517
2002,1952,4,2094,1765.901098901099
2005,1978,6,2095,1782.348901098901
2015,1960,5,2095,1621.1126373626373
2012,1956,5,2096,1694.417032967033
2013,1958,9,2096,1870.467032967033
2002,1962,5,2097,1752.9571428571428
2016,1970,7,2099,1788.0219608516484
2003,1956,4,2100,1722.4203296703297
2016,1974,9,2103,1898.2384502704326
2014,1952,1,2107,410.6164835164835
2016,1976,7,2108,1807.3184538118132
2012,1960,9,2110,1941.565934065934
2018,1960,4,2111,1464.8549450549451
2001,1962,5,2113,1811.5807692307692
2016,1970,9,2113,1922.1037774725276
2005,1950,3,2114,1593.1752747252747
1999,1960,4,2117,1831.4978021978022
2010,1952,5,2118,1580.3774725274725
2002,1946,2,2120,1416.3285714285714
2015,1964,8,2122,1859.3214285714287
2010,1954,7,2123,1887.3802197802197
2017,1982,8,2123,1848.843956043956
2000,1974,5,2127,1721.8631868131868
2001,1972,6,2128,1840.2582417582419
2013,1960,5,2130,1649.3802197802197
2017,1964,7,2130,1769.270879120879
2018,1986,9,2130,1841.4714285714285
2000,1966,5,2131,1838.2571428571428
2008,1964,6,2131,1860.807142857143
2013,1958,7,2131,1795.602197802198
2009,1978,7,2134,1863.2631868131868
2018,1972,8,2134,1838.7043956043956
2009,1950,3,2135,1324.2802197802198
2003,1950,3,2137,1647.8884615384616
2015,1968,8,2137,1902.114835164835
2000,1948,3,2145,1739.4681318681319
2006,1956,4,2146,1776.0434065934066
2017,1980,8,2147,1885.467032967033
2003,1962,5,2148,1855.5626373626374
2018,1974,8,2149,1835.7148351648352
2006,1946,2,2151,1186.134065934066
2005,1962,5,2155,1856.0428571428572
2010,1952,6,2157,1679.7252747252746
2006,1974,7,2158,1895.5181318681318
2002,1954,4,2159,1820.1642857142858
2007,1948,3,2159,1497.5093406593408
2012,1962,9,2162,2016.6659340659342
2015,1966,8,2162,1922.2983516483516
2006,1972,7,2163,1905.3373626373627
2016,1960,4,2163,1582.8705367874313
2003,1948,9,2164,1948.8027472527472
2016,1984,8,2166,1872.4716029575893
2016,1974,7,2168,1830.5742927970466
2016,1986,8,2169,1897.9764251373626
2011,1954,3,2170,1465.7824175824176
2005,1968,6,2172,1895.848901098901
2008,1966,6,2172,1911.8131868131868
2012,1956,6,2174,1740.8335164835164
2012,1966,9,2176,2017.1923076923076
2002,1956,4,2178,1815.6565934065934
2006,1976,7,2179,1934.778021978022
2016,1956,5,2182,1592.5795163332762
2017,1966,7,2184,1817.6752747252747
2005,1946,2,2185,1430.3873626373627
2019,1982,7,2186,1846.5093406593408
2011,1982,10,2188,1983.3802197802197
2009,1948,10,2189,1622.4142857142858
2019,1954,10,2189,1476.9604395604395
2002,1972,6,2201,1902.5741758241759
2014,1962,9,2201,1973.3434065934066
2016,1986,9,2203,1967.6803727034685
